student_code	school_code	benchmark_test_code	test_score
970017928	NULL	G5Math_2013-04-01	63.16
970032476	NULL	G4Math_2013-04-01	43.18
103427530	NULL	G8Math_2013-04-01	70.97
970017873	NULL	G5Math_2013-04-01	31.58
834858565	NULL	G6Math_2013-04-01	36.36
102700663	NULL	G8DBA_ELA_2013-04-01	93.94
103452041	NULL	G8DBA_ELA_2013-04-01	78.79
100117993	NULL	Alg1_2013-04-01	23.53
100010800	NULL	G10DBA_ELA_2013-04-01	64.71
103799383	NULL	G7DBA_ELA_2013-04-01	80.56
100102961	NULL	Alg1_2013-04-01	97.06
104039920	NULL	G7Math_2013-04-01	30.56
149838252	NULL	G5Math_2013-04-01	26.32
151559747	NULL	G5DBA_ELA_2013-04-01	64.71
970014849	NULL	G5DBA_ELA_2013-04-01	85.29
185620	NULL	G6DBA_ELA_2013-04-01	40.54
479864522	NULL	G6Math_2013-04-01	39.39
104094198	NULL	G7DBA_ELA_2013-04-01	66.67
970018338	NULL	G4DBA_ELA_2013-04-01	29.03
103436010	NULL	G8DBA_ELA_2013-04-01	75.76
970046377	NULL	G5DBA_ELA_2013-04-01	58.82
103461653	NULL	G8DBA_ELA_2013-04-01	24.24
102884830	NULL	Geom_2013-04-01	31.43
100085273	NULL	G10DBA_ELA_2013-04-01	70.59
970066764	NULL	Geom_2013-04-01	45.71
813283553	NULL	G4DBA_ELA_2013-04-01	54.84
970046418	NULL	G7DBA_ELA_2013-04-01	50.00
103395448	NULL	G8Math_2013-04-01	29.03
970098866	NULL	G4PDBA_ELA_2013-04-01	83.20
192874	NULL	G6DBA_ELA_2013-04-01	40.54
970037558	NULL	G10DBA_ELA_2013-04-01	26.47
970064912	NULL	G7Math_2013-04-01	61.11
104249446	NULL	G7Math_2013-04-01	36.11
102828449	NULL	G10DBA_ELA_2013-04-01	44.12
477326565	NULL	G6Math_2013-04-01	57.58
102902483	NULL	G10DBA_ELA_2013-04-01	64.71
103420337	NULL	G8Math_2013-04-01	51.61
100055011	NULL	G10DBA_ELA_2013-04-01	82.35
970025425	NULL	G4Math_2013-04-01	72.73
103453700	NULL	G7DBA_ELA_2013-04-01	77.78
100107135	NULL	G10DBA_ELA_2013-04-01	32.35
103471678	NULL	G8Math_2013-04-01	54.84
102994803	NULL	Alg1_2013-04-01	67.65
970059298	NULL	G7Math_2013-04-01	50.00
102887569	NULL	G9DBA_ELA_2013-04-01	50.00
970044842	NULL	G10DBA_ELA_2013-04-01	17.65
588824748	NULL	G6DBA_ELA_2013-04-01	75.68
102867660	NULL	G10DBA_ELA_2013-04-01	55.88
970033382	NULL	G4Math_2013-04-01	61.36
100030956	NULL	Alg1_2013-04-01	73.53
970023083	NULL	G4DBA_ELA_2013-04-01	61.29
774819528	NULL	G4Math_2013-04-01	47.73
970052815	NULL	G8DBA_ELA_2013-04-01	27.27
103585055	NULL	G7DBA_ELA_2013-04-01	75.00
103468021	NULL	Alg1_2013-04-01	91.18
103458691	NULL	G7DBA_ELA_2013-04-01	47.22
970035073	NULL	G10DBA_ELA_2013-04-01	82.35
970037017	NULL	G9DBA_ELA_2013-04-01	73.53
970078857	NULL	Alg1_2013-04-01	38.24
103453346	NULL	G8DBA_ELA_2013-04-01	51.52
970061505	NULL	G6Math_2013-04-01	90.91
172974693	NULL	G6DBA_ELA_2013-04-01	75.68
104044300	NULL	G7DBA_ELA_2013-04-01	75.00
102752268	NULL	G10DBA_ELA_2013-04-01	70.59
102709532	NULL	G10DBA_ELA_2013-04-01	50.00
682799713	NULL	G6Math_2013-04-01	78.79
102907342	NULL	G10DBA_ELA_2013-04-01	41.18
104573969	NULL	G6DBA_ELA_2013-04-01	54.05
103452108	NULL	G7MathS_2013-04-01	77.78
102843455	NULL	G9DBA_ELA_2013-04-01	79.41
102884442	NULL	G9DBA_ELA_2013-04-01	32.35
100074129	NULL	G10DBA_ELA_2013-04-01	73.53
970075961	NULL	G7Math_2013-04-01	77.78
103371548	NULL	G9DBA_ELA_2013-04-01	29.41
970018887	NULL	G4Math_2013-04-01	63.64
103461844	NULL	G8DBA_ELA_2013-04-01	27.27
970037717	NULL	G6DBA_ELA_2013-04-01	37.84
102774700	NULL	Alg1_2013-04-01	50.00
102943214	NULL	G7Math_2013-04-01	27.78
103466975	NULL	G6DBA_ELA_2013-04-01	62.16
103997250	NULL	Alg1_2013-04-01	82.35
970024703	NULL	G4PDBA_ELA_2013-04-01	67.20
970021816	NULL	G10DBA_ELA_2013-04-01	11.76
100049907	NULL	Alg1_2013-04-01	52.94
104093315	NULL	G6DBA_ELA_2013-04-01	21.62
842472243	NULL	G5Math_2013-04-01	26.32
104039904	NULL	G7Math_2013-04-01	66.67
102935913	NULL	G9DBA_ELA_2013-04-01	26.47
104650890	NULL	G6DBA_ELA_2013-04-01	89.19
104310784	NULL	G8DBA_ELA_2013-04-01	72.73
970022820	NULL	G4Math_2013-04-01	59.09
970077699	NULL	G5Math_2013-04-01	31.58
104090790	NULL	G8Math_2013-04-01	35.48
102830809	NULL	G9DBA_ELA_2013-04-01	64.71
970018520	NULL	G5DBA_ELA_2013-04-01	44.12
104044334	NULL	G7Math_2013-04-01	83.33
104090394	NULL	Alg1_2013-04-01	61.76
104349881	NULL	G6DBA_ELA_2013-04-01	51.35
441844842	NULL	G5DBA_ELA_2013-04-01	52.94
970076549	NULL	G5DBA_ELA_2013-04-01	70.59
862255932	NULL	G4Math_2013-04-01	59.09
970068006	NULL	G5DBA_ELA_2013-04-01	94.12
970089275	NULL	G6Math_2013-04-01	18.18
103486924	NULL	Alg1_2013-04-01	55.88
103597530	NULL	Alg1_2013-04-01	41.18
104310404	NULL	G6DBA_ELA_2013-04-01	37.84
102867520	NULL	G10DBA_ELA_2013-04-01	64.71
970060526	NULL	G4MathP_2013-04-01	64.26
102883170	NULL	G10DBA_ELA_2013-04-01	58.82
970038030	NULL	G7Math_2013-04-01	66.67
970060777	NULL	G8DBA_ELA_2013-04-01	24.24
494512171	NULL	G5DBA_ELA_2013-04-01	79.41
103421574	NULL	G8Math_2013-04-01	70.97
104044870	NULL	G7Math_2013-04-01	75.00
104529300	NULL	Alg1_2013-04-01	20.59
102876471	NULL	G7Math_2013-04-01	69.44
104595970	NULL	G4PDBA_ELA_2013-04-01	9.60
970031814	NULL	G4Math_2013-04-01	61.36
970069632	NULL	G7Math_2013-04-01	77.78
100505668	NULL	G6DBA_ELA_2013-04-01	54.05
970019326	NULL	G4DBA_ELA_2013-04-01	48.39
574927471	NULL	G5Math_2013-04-01	84.21
970047935	NULL	G9DBA_ELA_2013-04-01	50.00
103596854	NULL	G9DBA_ELA_2013-04-01	61.76
100077155	NULL	Geom_2013-04-01	28.57
103422424	NULL	G8MathP_2013-04-01	60.21
102885357	NULL	Alg1_2013-04-01	26.47
151213295	NULL	G5Math_2013-04-01	63.16
104350608	NULL	G7Math_2013-04-01	55.56
970060269	NULL	G4PDBA_ELA_2013-04-01	50.00
970025621	NULL	G4Math_2013-04-01	75.00
312995145	NULL	G5DBA_ELA_2013-04-01	64.71
102949906	NULL	G10DBA_ELA_2013-04-01	58.82
895762847	NULL	G4DBA_ELA_2013-04-01	54.84
102940012	NULL	G9DBA_ELA_2013-04-01	52.94
970065495	NULL	G5Math_2013-04-01	26.32
104479449	NULL	G6Math_2013-04-01	69.70
297424756	NULL	G5Math_2013-04-01	0.00
755765583	NULL	G5Math_2013-04-01	84.21
104063383	NULL	G7DBA_ELA_2013-04-01	83.33
104636972	NULL	G6Math_2013-04-01	90.91
970028520	NULL	G4DBA_ELA_2013-04-01	38.71
970030497	NULL	G4Math_2013-04-01	86.36
147323364	NULL	G5Math_2013-04-01	15.79
100099589	NULL	Alg1_2013-04-01	47.06
102868478	NULL	G9DBA_ELA_2013-04-01	23.53
873784888	NULL	G5Math_2013-04-01	63.16
970032370	NULL	G4DBA_ELA_2013-04-01	45.16
104647367	NULL	G6DBA_ELA_2013-04-01	29.73
102987278	NULL	G10DBA_ELA_2013-04-01	52.94
104038997	NULL	G7DBA_ELA_2013-04-01	55.56
151559747	NULL	G5Math_2013-04-01	68.42
103195491	NULL	G10DBA_ELA_2013-04-01	70.59
970028892	NULL	G4Math_2013-04-01	97.73
102747219	NULL	G9DBA_ELA_2013-04-01	61.76
970024256	NULL	G4Math_2013-04-01	54.55
102926797	NULL	G9DBA_ELA_2013-04-01	52.94
102946738	NULL	G9DBA_ELA_2013-04-01	64.71
323687194	NULL	G5DBA_ELA_2013-04-01	14.71
102976693	NULL	Geom_2013-04-01	88.57
104054531	NULL	Alg1_2013-04-01	76.47
104255468	NULL	G7Math_2013-04-01	63.89
970036946	NULL	G5DBA_ELA_2013-04-01	52.94
102943156	NULL	G9DBA_ELA_2013-04-01	50.00
970068168	NULL	G5Math_2013-04-01	42.11
970031671	NULL	G4DBA_ELA_2013-04-01	58.06
102934536	NULL	Alg1_2013-04-01	67.65
327755591	NULL	G5DBA_ELA_2013-04-01	73.53
169138781	NULL	G6DBA_ELA_2013-04-01	48.65
970067825	NULL	G5Math_2013-04-01	89.47
970030492	NULL	G4Math_2013-04-01	47.73
970031618	NULL	G4Math_2013-04-01	25.00
970033560	NULL	G4Math_2013-04-01	27.27
104350590	NULL	G7DBA_ELA_2013-04-01	72.22
970021087	NULL	G5Math_2013-04-01	36.84
104039672	NULL	G7Math_2013-04-01	66.67
104171301	NULL	G7Math_2013-04-01	19.44
426666798	NULL	G6DBA_ELA_2013-04-01	13.51
970097405	NULL	Alg1_2013-04-01	38.24
103424958	NULL	G8DBA_ELA_2013-04-01	51.52
103447215	NULL	G8DBA_ELA_2013-04-01	45.45
422694778	NULL	G6DBA_ELA_2013-04-01	64.86
103444170	NULL	G8Math_2013-04-01	25.81
104115167	NULL	G7Math_2013-04-01	58.33
322125345	NULL	G5Math_2013-04-01	73.68
103432084	NULL	G8DBA_ELA_2013-04-01	60.61
970028172	NULL	G4DBA_ELA_2013-04-01	58.06
970043709	NULL	Geom_2013-04-01	57.14
100055805	NULL	G10DBA_ELA_2013-04-01	64.71
970018433	NULL	G5Math_2013-04-01	42.11
970058466	NULL	G5Math_2013-04-01	84.21
970032164	NULL	G4Math_2013-04-01	63.64
102937828	NULL	Alg1_2013-04-01	61.76
104558374	NULL	G4Math_2013-04-01	34.09
104247507	NULL	G7Math_2013-04-01	63.89
103418166	NULL	G10DBA_ELA_2013-04-01	76.47
558335790	NULL	G6DBA_ELA_2013-04-01	56.76
102699998	NULL	G9DBA_ELA_2013-04-01	79.41
729728139	NULL	G6Math_2013-04-01	90.91
970035622	NULL	G6Math_2013-04-01	51.52
970026112	NULL	G4Math_2013-04-01	43.18
103419693	NULL	G8DBA_ELA_2013-04-01	51.52
970029489	NULL	G4DBA_ELA_2013-04-01	74.19
970033911	NULL	G4Math_2013-04-01	72.73
102923273	NULL	G8DBA_ELA_2013-04-01	60.61
104368428	NULL	Geom_2013-04-01	68.57
219525482	NULL	G6DBA_ELA_2013-04-01	62.16
103429486	NULL	G8Math_2013-04-01	70.97
970073637	NULL	G5Math_2013-04-01	84.21
970093611	NULL	G7Math_2013-04-01	61.11
970089257	NULL	Geom_2013-04-01	94.29
104094560	NULL	G7DBA_ELA_2013-04-01	41.67
102796513	NULL	G10DBA_ELA_2013-04-01	58.82
104634324	NULL	G6DBA_ELA_2013-04-01	75.68
104094123	NULL	G7DBA_ELA_2013-04-01	77.78
104568803	NULL	G6DBA_ELA_2013-04-01	89.19
102801578	NULL	G9DBA_ELA_2013-04-01	44.12
970065897	NULL	G7DBA_ELA_2013-04-01	61.11
100072073	NULL	Alg1_2013-04-01	41.18
970055619	NULL	G8Math_2013-04-01	0.00
100071844	NULL	G9DBA_ELA_2013-04-01	70.59
553128729	NULL	G6DBA_ELA_2013-04-01	29.73
104230800	NULL	G7DBA_ELA_2013-04-01	36.11
104036272	NULL	G7Math_2013-04-01	52.78
100030618	NULL	Geom_2013-04-01	65.71
104265111	NULL	G7Math_2013-04-01	88.89
104504840	NULL	G10DBA_ELA_2013-04-01	70.59
104249214	NULL	G7DBA_ELA_2013-04-01	55.56
102767134	NULL	G10DBA_ELA_2013-04-01	58.82
102449196	NULL	Alg1_2013-04-01	20.59
970052109	NULL	G9DBA_ELA_2013-04-01	82.35
100037233	NULL	Geom_2013-04-01	14.29
691715213	NULL	G5DBA_ELA_2013-04-01	58.82
102905197	NULL	Alg1_2013-04-01	85.29
104216072	NULL	G7DBA_ELA_2013-04-01	22.22
188115778	NULL	G5DBA_ELA_2013-04-01	58.82
104653761	NULL	G7DBA_ELA_2013-04-01	63.89
824383319	NULL	G7DBA_ELA_2013-04-01	30.56
897724639	NULL	G4Math_2013-04-01	20.45
104466073	NULL	G6Math_2013-04-01	39.39
970090968	NULL	G4Math_2013-04-01	93.18
970026865	NULL	G4Math_2013-04-01	70.45
970067656	NULL	G6DBA_ELA_2013-04-01	75.68
103451068	NULL	Alg1_2013-04-01	58.82
102989688	NULL	G9DBA_ELA_2013-04-01	44.12
104513247	NULL	G4Math_2013-04-01	52.27
104263744	NULL	G7DBA_ELA_2013-04-01	36.11
970017860	NULL	G5Math_2013-04-01	73.68
970032735	NULL	G4PDBA_ELA_2013-04-01	33.60
103466892	NULL	Alg1_2013-04-01	91.18
970017872	NULL	G5DBA_ELA_2013-04-01	79.41
970036904	NULL	G4DBA_ELA_2013-04-01	25.81
127485332	NULL	G5DBA_ELA_2013-04-01	70.59
970040992	NULL	G6DBA_ELA_2013-04-01	56.76
970001598	NULL	G6DBA_ELA_2013-04-01	70.27
970046274	NULL	G7DBA_ELA_2013-04-01	80.56
103475844	NULL	G8Math_2013-04-01	61.29
102767043	NULL	G9DBA_ELA_2013-04-01	26.47
970062153	NULL	Alg1_2013-04-01	79.41
103159331	NULL	G7DBA_ELA_2013-04-01	69.44
104434022	NULL	G8DBA_ELA_2013-04-01	81.82
104040068	NULL	G7DBA_ELA_2013-04-01	50.00
842573990	NULL	G6Math_2013-04-01	21.21
103394094	NULL	G8Math_2013-04-01	51.61
104266911	NULL	G7DBA_ELA_2013-04-01	61.11
104530423	NULL	G7Math_2013-04-01	41.67
970076496	NULL	G5DBA_ELA_2013-04-01	55.88
104041215	NULL	G7DBA_ELA_2013-04-01	75.00
168974327	NULL	G5DBA_ELA_2013-04-01	70.59
104588934	NULL	G6Math_2013-04-01	75.76
191349	NULL	G6DBA_ELA_2013-04-01	35.14
278292842	NULL	G5Math_2013-04-01	73.68
102994316	NULL	G10DBA_ELA_2013-04-01	88.24
172219321	NULL	G6Math_2013-04-01	60.61
970055853	NULL	G8Math_2013-04-01	70.97
102933959	NULL	G10DBA_ELA_2013-04-01	73.53
103383790	NULL	G7DBA_ELA_2013-04-01	44.44
104570643	NULL	G6Math_2013-04-01	93.94
518475223	NULL	G6DBA_ELA_2013-04-01	40.54
473653160	NULL	G5DBA_ELA_2013-04-01	47.06
970028637	NULL	G10DBA_ELA_2013-04-01	67.65
102762176	NULL	Geom_2013-04-01	62.86
970047288	NULL	G7DBA_ELA_2013-04-01	30.56
102907524	NULL	G9DBA_ELA_2013-04-01	32.35
970046503	NULL	G8Math_2013-04-01	54.84
102953320	NULL	Geom_2013-04-01	20.00
717633440	NULL	G5DBA_ELA_2013-04-01	44.12
103390142	NULL	G9DBA_ELA_2013-04-01	41.18
103435947	NULL	G8DBA_ELA_2013-04-01	81.82
970024405	NULL	G4Math_2013-04-01	68.18
970018661	NULL	G4DBA_ELA_2013-04-01	61.29
817289838	NULL	G7Math_2013-04-01	55.56
970028204	NULL	G4DBA_ELA_2013-04-01	74.19
970027860	NULL	G4DBA_ELA_2013-04-01	64.52
970043151	NULL	G5DBA_ELA_2013-04-01	76.47
103432357	NULL	G8Math_2013-04-01	22.58
104114889	NULL	G7Math_2013-04-01	44.44
149132276	NULL	G5DBA_ELA_2013-04-01	67.65
104628748	NULL	G6Math_2013-04-01	36.36
970084601	NULL	Geom_2013-04-01	60.00
970031670	NULL	G4DBA_ELA_2013-04-01	38.71
103153151	NULL	G8Math_2013-04-01	25.81
213258817	NULL	G5DBA_ELA_2013-04-01	20.59
325796597	NULL	G5Math_2013-04-01	73.68
589829456	NULL	G8PDBA_ELA_2013-04-01	77.68
970035756	NULL	G8Math_2013-04-01	61.29
970019545	NULL	G4DBA_ELA_2013-04-01	35.48
100039817	NULL	Alg1_2013-04-01	32.35
970091606	NULL	G5DBA_ELA_2013-04-01	47.06
774139380	NULL	G7MathS_2013-04-01	30.56
102820537	NULL	G10DBA_ELA_2013-04-01	58.82
970079883	NULL	G8Math_2013-04-01	45.16
103569455	NULL	Geom_2013-04-01	28.57
970019182	NULL	G4DBA_ELA_2013-04-01	35.48
103403663	NULL	G7Math_2013-04-01	38.89
100015411	NULL	G9DBA_ELA_2013-04-01	52.94
102935236	NULL	G9DBA_ELA_2013-04-01	70.59
111263885	NULL	G5DBA_ELA_2013-04-01	61.76
686618828	NULL	G5DBA_ELA_2013-04-01	79.41
103608303	NULL	G9DBA_ELA_2013-04-01	52.94
103393849	NULL	Alg1_2013-04-01	88.24
970054518	NULL	G4DBA_ELA_2013-04-01	32.26
457661213	NULL	G5DBA_ELA_2013-04-01	58.82
970075874	NULL	G6DBA_ELA_2013-04-01	78.38
104032651	NULL	G7DBA_ELA_2013-04-01	69.44
103484648	NULL	G8MathP_2013-04-01	23.41
970099092	NULL	G8DBA_ELA_2013-04-01	36.36
970033845	NULL	G6Math_2013-04-01	51.52
970064493	NULL	G4Math_2013-04-01	65.91
970070513	NULL	G10DBA_ELA_2013-04-01	52.94
104155981	NULL	G7Math_2013-04-01	47.22
104213913	NULL	G7Math_2013-04-01	33.33
100030972	NULL	G9DBA_ELA_2013-04-01	41.18
103411633	NULL	G8MathP_2013-04-01	60.21
970017474	NULL	G5MathS_2013-04-01	63.16
104632401	NULL	G6Math_2013-04-01	48.48
970026111	NULL	G4Math_2013-04-01	70.45
104033691	NULL	G7DBA_ELA_2013-04-01	69.44
100101823	NULL	G9DBA_ELA_2013-04-01	26.47
104423124	NULL	G9DBA_ELA_2013-04-01	64.71
970012834	NULL	G5DBA_ELA_2013-04-01	8.82
102816949	NULL	G10DBA_ELA_2013-04-01	26.47
581351392	NULL	G4Math_2013-04-01	36.36
104130968	NULL	G7DBA_ELA_2013-04-01	36.11
104494190	NULL	G8Math_2013-04-01	58.06
568173744	NULL	G6Math_2013-04-01	54.55
125682849	NULL	G6Math_2013-04-01	45.45
970033736	NULL	G4DBA_ELA_2013-04-01	45.16
102968922	NULL	G10DBA_ELA_2013-04-01	76.47
970024072	NULL	G4Math_2013-04-01	75.00
103406245	NULL	G8MathP_2013-04-01	84.62
787996354	NULL	G5DBA_ELA_2013-04-01	50.00
104093091	NULL	G7Math_2013-04-01	83.33
970033215	NULL	G4DBA_ELA_2013-04-01	19.35
970075978	NULL	G6DBA_ELA_2013-04-01	16.22
102696820	NULL	Geom_2013-04-01	40.00
102752300	NULL	G9DBA_ELA_2013-04-01	88.24
212789853	NULL	G5Math_2013-04-01	57.89
970029039	NULL	G4Math_2013-04-01	84.09
970026284	NULL	G4DBA_ELA_2013-04-01	77.42
104385562	NULL	G5DBA_ELA_2013-04-01	79.41
970091875	NULL	G9DBA_ELA_2013-04-01	79.41
104129879	NULL	G7DBA_ELA_2013-04-01	83.33
800000243	NULL	G10DBA_ELA_2013-04-01	29.41
970090148	NULL	G5Math_2013-04-01	21.05
437193717	NULL	G5Math_2013-04-01	94.74
103448387	NULL	G8DBA_ELA_2013-04-01	33.33
970098033	NULL	G8DBA_ELA_2013-04-01	81.82
593773831	NULL	G7Math_2013-04-01	63.89
970027911	NULL	G4Math_2013-04-01	81.82
970005731	NULL	G5Math_2013-04-01	52.63
970033831	NULL	G4MathS_2013-04-01	27.27
970039126	NULL	G4Math_2013-04-01	79.55
102868536	NULL	Alg1_2013-04-01	50.00
104301411	NULL	G7DBA_ELA_2013-04-01	72.22
970034613	NULL	G4DBA_ELA_2013-04-01	16.13
103420725	NULL	Alg1S_2013-04-01	55.88
103596755	NULL	G7DBA_ELA_2013-04-01	41.67
103609095	NULL	G8Math_2013-04-01	64.52
467912499	NULL	G5Math_2013-04-01	52.63
103441192	NULL	G5DBA_ELA_2013-04-01	64.71
970082532	NULL	G9DBA_ELA_2013-04-01	70.59
492596465	NULL	G5Math_2013-04-01	26.32
298246430	NULL	G5Math_2013-04-01	78.95
100120542	NULL	Geom_2013-04-01	20.00
970080008	NULL	Geom_2013-04-01	20.00
970075885	NULL	G9DBA_ELA_2013-04-01	38.24
545124323	NULL	G5DBA_ELA_2013-04-01	55.88
104513882	NULL	G9DBA_ELA_2013-04-01	82.35
735617938	NULL	G5DBA_ELA_2013-04-01	41.18
100040484	NULL	G9DBA_ELA_2013-04-01	50.00
886372465	NULL	G7DBA_ELA_2013-04-01	58.33
102692571	NULL	G10DBA_ELA_2013-04-01	79.41
970023406	NULL	G4DBA_ELA_2013-04-01	93.55
102989241	NULL	G9DBA_ELA_2013-04-01	52.94
970028178	NULL	G4MathS_2013-04-01	40.91
970088396	NULL	G7Math_2013-04-01	52.78
970025978	NULL	G4Math_2013-04-01	61.36
970046530	NULL	G6DBA_ELA_2013-04-01	40.54
102708054	NULL	G8Math_2013-04-01	19.35
102937802	NULL	Alg1_2013-04-01	47.06
970031629	NULL	G4Math_2013-04-01	84.09
970085699	NULL	Geom_2013-04-01	42.86
970027778	NULL	G4DBA_ELA_2013-04-01	45.16
645187337	NULL	G5DBA_ELA_2013-04-01	47.06
970024617	NULL	G4DBA_ELA_2013-04-01	51.61
970046787	NULL	G5Math_2013-04-01	26.32
145342572	NULL	G5Math_2013-04-01	89.47
970061951	NULL	G6Math_2013-04-01	21.21
103377065	NULL	Alg1_2013-04-01	44.12
970022802	NULL	G4DBA_ELA_2013-04-01	70.97
100038884	NULL	G10DBA_ELA_2013-04-01	64.71
104576533	NULL	G6Math_2013-04-01	100.00
970030885	NULL	G6DBA_ELA_2013-04-01	64.86
103427183	NULL	G8DBA_ELA_2013-04-01	57.58
103418216	NULL	G8Math_2013-04-01	29.03
104060736	NULL	G7DBA_ELA_2013-04-01	83.33
970088523	NULL	G4DBA_ELA_2013-04-01	32.26
100004290	NULL	Geom_2013-04-01	68.57
102886918	NULL	G9DBA_ELA_2013-04-01	52.94
103443180	NULL	G8DBA_ELA_2013-04-01	54.55
970036233	NULL	G4Math_2013-04-01	29.55
102949203	NULL	G10DBA_ELA_2013-04-01	0.00
104178298	NULL	G7Math_2013-04-01	80.56
103406724	NULL	G9DBA_ELA_2013-04-01	32.35
970026114	NULL	G4DBA_ELA_2013-04-01	67.74
104113584	NULL	G7Math_2013-04-01	27.78
193533	NULL	G4DBA_ELA_2013-04-01	35.48
276281433	NULL	G8Math_2013-04-01	64.52
970039166	NULL	Alg1_2013-04-01	2.94
104033121	NULL	G7Math_2013-04-01	52.78
104310172	NULL	G5Math_2013-04-01	36.84
970088916	NULL	G4Math_2013-04-01	56.82
970094937	NULL	G4Math_2013-04-01	45.45
104089628	NULL	G7Math_2013-04-01	75.00
883272650	NULL	Alg1_2013-04-01	55.88
100072073	NULL	G9DBA_ELA_2013-04-01	58.82
103463592	NULL	G6DBA_ELA_2013-04-01	56.76
874995749	NULL	G5Math_2013-04-01	57.89
762929479	NULL	G5Math_2013-04-01	42.11
577576846	NULL	G5DBA_ELA_2013-04-01	61.76
765122122	NULL	G5Math_2013-04-01	73.68
103406377	NULL	G8Math_2013-04-01	35.48
239965411	NULL	G5DBA_ELA_2013-04-01	64.71
970064838	NULL	G6DBA_ELA_2013-04-01	27.03
970019090	NULL	G4Math_2013-04-01	27.27
970095944	NULL	G9DBA_ELA_2013-04-01	35.29
970005948	NULL	G4DBA_ELA_2013-04-01	45.16
970056080	NULL	G10DBA_ELA_2013-04-01	88.24
102989241	NULL	Alg1_2013-04-01	41.18
104041710	NULL	G7Math_2013-04-01	47.22
103470555	NULL	G8Math_2013-04-01	45.16
102796042	NULL	Geom_2013-04-01	74.29
970033007	NULL	G4Math_2013-04-01	18.18
103596920	NULL	G8DBA_ELA_2013-04-01	72.73
104169529	NULL	G8DBA_ELA_2013-04-01	72.73
104476049	NULL	G6DBA_ELA_2013-04-01	45.95
819344946	NULL	G5DBA_ELA_2013-04-01	50.00
970032960	NULL	G4MathP_2013-04-01	72.49
970034210	NULL	G4Math_2013-04-01	63.64
104065651	NULL	G7Math_2013-04-01	41.67
970028193	NULL	G4Math_2013-04-01	36.36
970087816	NULL	Alg1_2013-04-01	47.06
103455986	NULL	Alg1_2013-04-01	61.76
100038512	NULL	Alg1_2013-04-01	70.59
970091936	NULL	G9DBA_ELA_2013-04-01	82.35
970024754	NULL	G4Math_2013-04-01	43.18
970090643	NULL	G9DBA_ELA_2013-04-01	44.12
104580766	NULL	G6DBA_ELA_2013-04-01	78.38
293819850	NULL	G5Math_2013-04-01	94.74
103453007	NULL	G8DBA_ELA_2013-04-01	72.73
102950847	NULL	Geom_2013-04-01	14.29
970083796	NULL	Alg1_2013-04-01	79.41
104495403	NULL	G7DBA_ELA_2013-04-01	83.33
186809	NULL	G6DBA_ELA_2013-04-01	62.16
565567948	NULL	G6Math_2013-04-01	54.55
970025849	NULL	G4Math_2013-04-01	75.00
153296322	NULL	G6Math_2013-04-01	66.67
104593124	NULL	G5DBA_ELA_2013-04-01	91.18
125325183	NULL	G5DBA_ELA_2013-04-01	67.65
103449047	NULL	G5DBA_ELA_2013-04-01	35.29
970052826	NULL	G8Math_2013-04-01	22.58
102995081	NULL	G9DBA_ELA_2013-04-01	61.76
970027203	NULL	G4DBA_ELA_2013-04-01	41.94
104619176	NULL	G5DBA_ELA_2013-04-01	35.29
100505007	NULL	G7Math_2013-04-01	75.00
102719309	NULL	G10DBA_ELA_2013-04-01	76.47
970052590	NULL	G10DBA_ELA_2013-04-01	61.76
103560868	NULL	G8Math_2013-04-01	35.48
742475791	NULL	G6DBA_ELA_2013-04-01	72.97
848614574	NULL	G5Math_2013-04-01	42.11
970034031	NULL	G4MathP_2013-04-01	35.33
104034285	NULL	G7DBA_ELA_2013-04-01	44.44
103436622	NULL	Alg1_2013-04-01	70.59
551878853	NULL	G5DBA_ELA_2013-04-01	55.88
333554699	NULL	G5Math_2013-04-01	57.89
731153953	NULL	G4DBA_ELA_2013-04-01	80.65
104247333	NULL	G7DBA_ELA_2013-04-01	55.56
183626753	NULL	G5DBA_ELA_2013-04-01	55.88
102953452	NULL	G9DBA_ELA_2013-04-01	58.82
104032438	NULL	G7DBA_ELA_2013-04-01	52.78
970035797	NULL	G4Math_2013-04-01	59.09
145877387	NULL	G5Math_2013-04-01	94.74
970025414	NULL	G4Math_2013-04-01	72.73
970023832	NULL	G4Math_2013-04-01	27.27
104131495	NULL	G5DBA_ELA_2013-04-01	38.24
970033288	NULL	G4MathS_2013-04-01	36.36
102699725	NULL	G10DBA_ELA_2013-04-01	55.88
102737111	NULL	Geom_2013-04-01	34.29
354892812	NULL	G4DBA_ELA_2013-04-01	32.26
970028969	NULL	G4DBA_ELA_2013-04-01	54.84
237623582	NULL	G6Math_2013-04-01	48.48
102842226	NULL	Alg1_2013-04-01	23.53
247946619	NULL	G9DBA_ELA_2013-04-01	55.88
104255302	NULL	G7DBA_ELA_2013-04-01	75.00
164797219	NULL	G5DBA_ELA_2013-04-01	61.76
836835397	NULL	G6DBA_ELA_2013-04-01	70.27
527369698	NULL	G6DBA_ELA_2013-04-01	86.49
103458659	NULL	Alg1_2013-04-01	73.53
259344497	NULL	G5Math_2013-04-01	42.11
103424503	NULL	G4DBA_ELA_2013-04-01	22.58
104237011	NULL	G7DBA_ELA_2013-04-01	38.89
970075582	NULL	G4DBA_ELA_2013-04-01	51.61
103447157	NULL	G7DBA_ELA_2013-04-01	27.78
104045349	NULL	G4DBA_ELA_2013-04-01	25.81
