student_code	school_code	benchmark_test_code	test_score
970024629	NULL	G4Math_2013-04-01	81.82
102885332	NULL	Alg1_2013-04-01	0.00
970026613	NULL	G4DBA_ELA_2013-04-01	70.97
447824889	NULL	G5DBA_ELA_2013-04-01	73.53
100056803	NULL	G10DBA_ELA_2013-04-01	52.94
970020814	NULL	G8Math_2013-04-01	25.81
970078130	NULL	G6DBA_ELA_2013-04-01	67.57
102874310	NULL	G10DBA_ELA_2013-04-01	55.88
852888619	NULL	G6Math_2013-04-01	51.52
104615679	NULL	G6DBA_ELA_2013-04-01	59.46
970018131	NULL	G5Math_2013-04-01	68.42
970026780	NULL	G4Math_2013-04-01	63.64
842236127	NULL	G5DBA_ELA_2013-04-01	70.59
534819255	NULL	G5DBA_ELA_2013-04-01	38.24
104170410	NULL	G7DBA_ELA_2013-04-01	27.78
498631522	NULL	G5DBA_ELA_2013-04-01	0.00
104248398	NULL	G7Math_2013-04-01	16.67
970089460	NULL	G7DBA_ELA_2013-04-01	52.78
970011856	NULL	G5DBA_ELA_2013-04-01	35.29
102958253	NULL	G9DBA_ELA_2013-04-01	38.24
103472940	NULL	G8DBA_ELA_2013-04-01	84.85
277786265	NULL	G5DBA_ELA_2013-04-01	52.94
100120864	NULL	G9DBA_ELA_2013-04-01	64.71
100110717	NULL	Geom_2013-04-01	37.14
970039732	NULL	G4Math_2013-04-01	40.91
102780772	NULL	Geom_2013-04-01	31.43
104035597	NULL	G7DBA_ELA_2013-04-01	91.67
102922903	NULL	G10DBA_ELA_2013-04-01	73.53
970026014	NULL	G4DBA_ELA_2013-04-01	45.16
563541697	NULL	G9DBA_ELA_2013-04-01	70.59
104283551	NULL	G6Math_2013-04-01	69.70
193674850	NULL	G5Math_2013-04-01	94.74
892783739	NULL	G6Math_2013-04-01	27.27
862724838	NULL	G6Math_2013-04-01	72.73
970047192	NULL	G4Math_2013-04-01	100.00
103439212	NULL	G8Math_2013-04-01	29.03
970028849	NULL	G4Math_2013-04-01	61.36
104132089	NULL	Geom_2013-04-01	34.29
103436093	NULL	G8Math_2013-04-01	45.16
104336946	NULL	G7Math_2013-04-01	50.00
104247903	NULL	G6Math_2013-04-01	51.52
103928263	NULL	Alg1_2013-04-01	44.12
166414367	NULL	G4DBA_ELA_2013-04-01	48.39
970028922	NULL	G4DBA_ELA_2013-04-01	58.06
100039908	NULL	Alg1_2013-04-01	29.41
103981965	NULL	Geom_2013-04-01	34.29
970018730	NULL	G5Math_2013-04-01	42.11
970073895	NULL	G6DBA_ELA_2013-04-01	86.49
103560074	NULL	G8DBA_ELA_2013-04-01	54.55
134472133	NULL	G6Math_2013-04-01	48.48
100080852	NULL	G8Math_2013-04-01	29.03
749944740	NULL	G6Math_2013-04-01	48.48
104090386	NULL	G7Math_2013-04-01	88.89
103413282	NULL	G8DBA_ELA_2013-04-01	84.85
970028848	NULL	G4Math_2013-04-01	54.55
104571294	NULL	G6Math_2013-04-01	63.64
970026198	NULL	G4DBA_ELA_2013-04-01	41.94
102859097	NULL	Alg1_2013-04-01	70.59
970067948	NULL	G6Math_2013-04-01	57.58
241698257	NULL	G6DBA_ELA_2013-04-01	81.08
970031640	NULL	G4DBA_ELA_2013-04-01	38.71
102980596	NULL	G9DBA_ELA_2013-04-01	41.18
764222964	NULL	G5Math_2013-04-01	36.84
104036371	NULL	G7DBA_ELA_2013-04-01	61.11
970027886	NULL	G4DBA_ELA_2013-04-01	51.61
104581186	NULL	G6DBA_ELA_2013-04-01	70.27
970090100	NULL	G8DBA_ELA_2013-04-01	60.61
970034212	NULL	G8DBA_ELA_2013-04-01	48.48
274934389	NULL	G5MathS_2013-04-01	47.37
970053269	NULL	G7DBA_ELA_2013-04-01	38.89
970018575	NULL	G5Math_2013-04-01	57.89
102915543	NULL	Alg1_2013-04-01	23.53
494158678	NULL	G7Math_2013-04-01	94.44
970027390	NULL	G4DBA_ELA_2013-04-01	51.61
375213758	NULL	Alg1_2013-04-01	32.35
103425054	NULL	GeomS_2013-04-01	30.56
104582168	NULL	G6DBA_ELA_2013-04-01	78.38
102846292	NULL	G9DBA_ELA_2013-04-01	17.65
102883733	NULL	Geom_2013-04-01	28.57
103718516	NULL	G7DBA_ELA_2013-04-01	36.11
104091335	NULL	G7DBA_ELA_2013-04-01	44.44
103478970	NULL	G8MathP_2013-04-01	45.82
100016252	NULL	G9DBA_ELA_2013-04-01	76.47
104437959	NULL	G9DBA_ELA_2013-04-01	50.00
104103619	NULL	G7DBA_ELA_2013-04-01	63.89
100029594	NULL	G9DBA_ELA_2013-04-01	64.71
970031641	NULL	G4Math_2013-04-01	40.91
102959350	NULL	Geom_2013-04-01	34.29
970091148	NULL	G4MathP_2013-04-01	49.21
970018988	NULL	G5DBA_ELA_2013-04-01	50.00
104094230	NULL	G8DBA_ELA_2013-04-01	81.82
103456463	NULL	G9DBA_ELA_2013-04-01	82.35
970098152	NULL	Alg1_2013-04-01	41.18
867924672	NULL	G5Math_2013-04-01	36.84
970019171	NULL	G4Math_2013-04-01	72.73
104572615	NULL	G6DBA_ELA_2013-04-01	70.27
103481560	NULL	G8Math_2013-04-01	61.29
970017784	NULL	G5DBA_ELA_2013-04-01	58.82
970040110	NULL	Alg1_2013-04-01	82.35
970027545	NULL	G4Math_2013-04-01	59.09
102940459	NULL	Alg1_2013-04-01	44.12
104575295	NULL	G6Math_2013-04-01	72.73
102829678	NULL	G9DBA_ELA_2013-04-01	23.53
102920097	NULL	Geom_2013-04-01	28.57
103431615	NULL	G8Math_2013-04-01	67.74
103384525	NULL	G7Math_2013-04-01	25.00
103459533	NULL	G7MathS_2013-04-01	47.22
102892528	NULL	Alg1_2013-04-01	44.12
970044938	NULL	G9DBA_ELA_2013-04-01	64.71
103560801	NULL	Geom_2013-04-01	37.14
970046963	NULL	G7Math_2013-04-01	55.56
970026064	NULL	G4Math_2013-04-01	34.09
970022506	NULL	G4DBA_ELA_2013-04-01	41.94
102816428	NULL	G10DBA_ELA_2013-04-01	58.82
127224699	NULL	G6DBA_ELA_2013-04-01	62.16
970097000	NULL	G6Math_2013-04-01	60.61
970082209	NULL	G4DBA_ELA_2013-04-01	83.87
970096070	NULL	Alg1_2013-04-01	73.53
596913277	NULL	G5Math_2013-04-01	47.37
970032245	NULL	G4Math_2013-04-01	70.45
970051925	NULL	G9DBA_ELA_2013-04-01	20.59
104066915	NULL	G7Math_2013-04-01	80.56
102809274	NULL	G9DBA_ELA_2013-04-01	17.65
102886587	NULL	Geom_2013-04-01	62.86
102941358	NULL	G8DBA_ELA_2013-04-01	39.39
970043436	NULL	G4Math_2013-04-01	68.18
365418557	NULL	G5Math_2013-04-01	42.11
102772548	NULL	G10DBA_ELA_2013-04-01	76.47
970026271	NULL	G4DBA_ELA_2013-04-01	74.19
102789211	NULL	Alg1_2013-04-01	29.41
970045370	NULL	G5Math_2013-04-01	36.84
654686245	NULL	G5Math_2013-04-01	68.42
103439659	NULL	G6Math_2013-04-01	90.91
104624366	NULL	G6DBA_ELA_2013-04-01	64.86
970016911	NULL	G5Math_2013-04-01	68.42
100076066	NULL	G8MathP_2013-04-01	34.79
103412276	NULL	G8DBA_ELA_2013-04-01	84.85
970033161	NULL	G4DBA_ELA_2013-04-01	38.71
970026769	NULL	G4DBA_ELA_2013-04-01	35.48
970093550	NULL	Geom_2013-04-01	42.86
104213780	NULL	G9DBA_ELA_2013-04-01	55.88
102938677	NULL	G8PDBA_ELA_2013-04-01	39.11
762414829	NULL	G5Math_2013-04-01	47.37
970008165	NULL	G4Math_2013-04-01	52.27
103457164	NULL	G8MathP_2013-04-01	37.79
103394185	NULL	G8DBA_ELA_2013-04-01	69.70
970036921	NULL	G4DBA_ELA_2013-04-01	70.97
575364740	NULL	G5DBA_ELA_2013-04-01	76.47
970081169	NULL	G6DBA_ELA_2013-04-01	48.65
412187288	NULL	G6Math_2013-04-01	45.45
970018736	NULL	G6DBA_ELA_2013-04-01	0.00
103335949	NULL	Geom_2013-04-01	48.57
145929832	NULL	G6DBA_ELA_2013-04-01	27.03
100054535	NULL	G10DBA_ELA_2013-04-01	41.18
122254360	NULL	G5Math_2013-04-01	57.89
970093674	NULL	G7DBA_ELA_2013-04-01	25.00
104044284	NULL	G7Math_2013-04-01	86.11
102835618	NULL	Alg1_2013-04-01	47.06
104447859	NULL	G9DBA_ELA_2013-04-01	73.53
103460358	NULL	G7Math_2013-04-01	33.33
103476255	NULL	G8DBA_ELA_2013-04-01	75.76
688524784	NULL	G5Math_2013-04-01	26.32
104256151	NULL	G6DBA_ELA_2013-04-01	67.57
104629241	NULL	G6DBA_ELA_2013-04-01	64.86
970070777	NULL	G6DBA_ELA_2013-04-01	72.97
103447843	NULL	G8MathP_2013-04-01	83.94
102841376	NULL	Geom_2013-04-01	51.43
103375366	NULL	G8DBA_ELA_2013-04-01	51.52
970043997	NULL	G10DBA_ELA_2013-04-01	67.65
102954369	NULL	G10DBA_ELA_2013-04-01	82.35
970090930	NULL	G7Math_2013-04-01	66.67
970098155	NULL	Geom_2013-04-01	57.14
412125734	NULL	G5Math_2013-04-01	47.37
104072277	NULL	G7Math_2013-04-01	61.11
970028669	NULL	G4Math_2013-04-01	86.36
314267469	NULL	G4DBA_ELA_2013-04-01	48.39
970059699	NULL	G4Math_2013-04-01	40.91
104034277	NULL	G7Math_2013-04-01	36.11
104040118	NULL	G7Math_2013-04-01	75.00
970019016	NULL	Geom_2013-04-01	48.57
103450516	NULL	Geom_2013-04-01	54.29
970018806	NULL	G4DBA_ELA_2013-04-01	51.61
970069209	NULL	Alg1_2013-04-01	58.82
102709425	NULL	G8MathP_2013-04-01	31.09
970022457	NULL	G4Math_2013-04-01	81.82
692432115	NULL	G7DBA_ELA_2013-04-01	63.89
100102169	NULL	G9DBA_ELA_2013-04-01	35.29
104061858	NULL	G7Math_2013-04-01	83.33
970022199	NULL	G5DBA_ELA_2013-04-01	44.12
103409041	NULL	G8Math_2013-04-01	77.42
134751486	NULL	G6DBA_ELA_2013-04-01	48.65
970055725	NULL	G5DBA_ELA_2013-04-01	50.00
970076108	NULL	G7Math_2013-04-01	19.44
338899933	NULL	G5DBA_ELA_2013-04-01	61.76
103416665	NULL	G8DBA_ELA_2013-04-01	33.33
102875390	NULL	G9DBA_ELA_2013-04-01	47.06
970046959	NULL	G4Math_2013-04-01	52.27
970022851	NULL	G4MathP_2013-04-01	42.97
103844387	NULL	G10DBA_ELA_2013-04-01	23.53
642983472	NULL	G5Math_2013-04-01	52.63
970075468	NULL	G7Math_2013-04-01	47.22
537687543	NULL	G6Math_2013-04-01	45.45
598276947	NULL	G5DBA_ELA_2013-04-01	58.82
104649983	NULL	G6Math_2013-04-01	87.88
102851029	NULL	Alg1_2013-04-01	20.59
100050046	NULL	Alg1_2013-04-01	0.00
259244341	NULL	G5Math_2013-04-01	47.37
970034178	NULL	G4PDBA_ELA_2013-04-01	50.00
970033604	NULL	G4DBA_ELA_2013-04-01	83.87
104172812	NULL	G7Math_2013-04-01	88.89
970028258	NULL	G4DBA_ELA_2013-04-01	61.29
359965472	NULL	G5DBA_ELA_2013-04-01	73.53
970090676	NULL	G6DBA_ELA_2013-04-01	29.73
294686159	NULL	G5DBA_ELA_2013-04-01	76.47
970083300	NULL	Alg1_2013-04-01	38.24
103439030	NULL	G8Math_2013-04-01	41.94
970035612	NULL	Alg1_2013-04-01	50.00
249865387	NULL	G5DBA_ELA_2013-04-01	29.41
970025847	NULL	G4Math_2013-04-01	40.91
104573035	NULL	G6Math_2013-04-01	54.55
970033297	NULL	G4DBA_ELA_2013-04-01	70.97
104581756	NULL	G6DBA_ELA_2013-04-01	72.97
789713765	NULL	Alg1_2013-04-01	35.29
970028388	NULL	G4DBA_ELA_2013-04-01	70.97
158453878	NULL	G5Math_2013-04-01	73.68
102709763	NULL	G10DBA_ELA_2013-04-01	67.65
103412524	NULL	G7Math_2013-04-01	50.00
970025330	NULL	G4Math_2013-04-01	29.55
102827656	NULL	Geom_2013-04-01	42.86
104571823	NULL	G6DBA_ELA_2013-04-01	62.16
102858495	NULL	Geom_2013-04-01	37.14
102926938	NULL	G9DBA_ELA_2013-04-01	85.29
102974409	NULL	G10DBA_ELA_2013-04-01	88.24
104172861	NULL	G7DBA_ELA_2013-04-01	86.11
742383482	NULL	G6Math_2013-04-01	75.76
723731253	NULL	G5DBA_ELA_2013-04-01	52.94
282215524	NULL	G5DBA_ELA_2013-04-01	26.47
836723973	NULL	G5Math_2013-04-01	57.89
102945540	NULL	Geom_2013-04-01	42.86
621236876	NULL	G5MathS_2013-04-01	52.63
102974151	NULL	Geom_2013-04-01	37.14
100020387	NULL	Geom_2013-04-01	11.43
103470522	NULL	G6DBA_ELA_2013-04-01	29.73
103141586	NULL	G8Math_2013-04-01	35.48
102735982	NULL	Alg1_2013-04-01	41.18
102748126	NULL	G9DBA_ELA_2013-04-01	67.65
818249344	NULL	G5Math_2013-04-01	84.21
970031766	NULL	G4Math_2013-04-01	45.45
103372249	NULL	G8Math_2013-04-01	35.48
100038686	NULL	G10DBA_ELA_2013-04-01	52.94
104052832	NULL	G7DBA_ELA_2013-04-01	91.67
970026118	NULL	G4DBA_ELA_2013-04-01	77.42
102709086	NULL	G8DBA_ELA_2013-04-01	48.48
102902210	NULL	G10DBA_ELA_2013-04-01	64.71
895615599	NULL	G5DBA_ELA_2013-04-01	85.29
970006121	NULL	Geom_2013-04-01	62.86
103463675	NULL	G8PDBA_ELA_2013-04-01	56.81
100499821	NULL	Alg1_2013-04-01	70.59
102904448	NULL	Geom_2013-04-01	71.43
970032309	NULL	G4DBA_ELA_2013-04-01	38.71
100284249	NULL	G7DBA_ELA_2013-04-01	88.89
102861002	NULL	Alg1_2013-04-01	32.35
752995357	NULL	G5Math_2013-04-01	36.84
103391728	NULL	G8DBA_ELA_2013-04-01	78.79
970031345	NULL	G6Math_2013-04-01	69.70
970059638	NULL	G5DBA_ELA_2013-04-01	29.41
970027878	NULL	G4DBA_ELA_2013-04-01	67.74
104090014	NULL	G7DBA_ELA_2013-04-01	52.78
102949302	NULL	G10DBA_ELA_2013-04-01	55.88
896275880	NULL	G5Math_2013-04-01	47.37
100111897	NULL	G9DBA_ELA_2013-04-01	41.18
104247812	NULL	G7DBA_ELA_2013-04-01	66.67
104038203	NULL	G7DBA_ELA_2013-04-01	38.89
652911587	NULL	G5DBA_ELA_2013-04-01	79.41
100082361	NULL	G10DBA_ELA_2013-04-01	61.76
970025124	NULL	G4Math_2013-04-01	90.91
970074858	NULL	Alg1_2013-04-01	100.00
246139224	NULL	G5DBA_ELA_2013-04-01	67.65
103479283	NULL	Alg1_2013-04-01	70.59
558841755	NULL	G5DBA_ELA_2013-04-01	41.18
970097509	NULL	G5Math_2013-04-01	21.05
970020074	NULL	G6DBA_ELA_2013-04-01	67.57
970083740	NULL	Alg1_2013-04-01	76.47
970022637	NULL	G4DBA_ELA_2013-04-01	45.16
100096445	NULL	G10DBA_ELA_2013-04-01	67.65
102820610	NULL	G9DBA_ELA_2013-04-01	64.71
103424131	NULL	G6DBA_ELA_2013-04-01	83.78
970044318	NULL	G5Math_2013-04-01	73.68
970088259	NULL	G5Math_2013-04-01	68.42
970018862	NULL	G4Math_2013-04-01	81.82
102842523	NULL	G9DBA_ELA_2013-04-01	0.00
102836384	NULL	Geom_2013-04-01	62.86
970032623	NULL	G4Math_2013-04-01	38.64
103420998	NULL	G8Math_2013-04-01	64.52
103420980	NULL	G8MathP_2013-04-01	31.76
970046983	NULL	Geom_2013-04-01	74.29
970017970	NULL	G5Math_2013-04-01	52.63
970011276	NULL	G5Math_2013-04-01	52.63
632951323	NULL	Geom_2013-04-01	45.71
102944758	NULL	Geom_2013-04-01	25.71
103042578	NULL	G7DBA_ELA_2013-04-01	0.00
589829456	NULL	G8Math_2013-04-01	51.61
447869256	NULL	G5Math_2013-04-01	47.37
102968039	NULL	G8Math_2013-04-01	38.71
102775103	NULL	Alg1_2013-04-01	55.88
529684276	NULL	G5Math_2013-04-01	42.11
970051822	NULL	G7DBA_ELA_2013-04-01	16.67
104622881	NULL	G6Math_2013-04-01	69.70
970097078	NULL	G8PDBA_ELA_2013-04-01	37.57
100106996	NULL	G10DBA_ELA_2013-04-01	0.00
970022356	NULL	G4Math_2013-04-01	56.82
104094446	NULL	G7Math_2013-04-01	22.22
103481164	NULL	G8DBA_ELA_2013-04-01	66.67
970059525	NULL	G8DBA_ELA_2013-04-01	36.36
970030521	NULL	G4DBA_ELA_2013-04-01	61.29
970031842	NULL	G8DBA_ELA_2013-04-01	90.91
970058162	NULL	G7DBA_ELA_2013-04-01	66.67
100010289	NULL	Geom_2013-04-01	51.43
970029417	NULL	G4Math_2013-04-01	63.64
104501481	NULL	G5DBA_ELA_2013-04-01	52.94
104218466	NULL	G6DBA_ELA_2013-04-01	24.32
100096098	NULL	Geom_2013-04-01	25.71
293125647	NULL	G4Math_2013-04-01	29.55
970068140	NULL	G10DBA_ELA_2013-04-01	88.24
104254164	NULL	G7DBA_ELA_2013-04-01	38.89
104055801	NULL	G7DBA_ELA_2013-04-01	72.22
104579891	NULL	G6Math_2013-04-01	42.42
970030652	NULL	G8Math_2013-04-01	38.71
102989936	NULL	Alg1_2013-04-01	41.18
102891405	NULL	G10DBA_ELA_2013-04-01	70.59
234523835	NULL	G6DBA_ELA_2013-04-01	59.46
970006743	NULL	G5Math_2013-04-01	42.11
970034282	NULL	G4DBA_ELA_2013-04-01	45.16
104247465	NULL	G6Math_2013-04-01	72.73
102753100	NULL	G8PDBA_ELA_2013-04-01	70.05
970032493	NULL	G4Math_2013-04-01	29.55
970045020	NULL	G4DBA_ELA_2013-04-01	74.19
486829617	NULL	G5Math_2013-04-01	42.11
970034024	NULL	G4DBA_ELA_2013-04-01	51.61
104597927	NULL	G7DBA_ELA_2013-04-01	61.11
970084616	NULL	G8DBA_ELA_2013-04-01	39.39
102767001	NULL	G10DBA_ELA_2013-04-01	67.65
970096086	NULL	G8MathP_2013-04-01	43.15
970026084	NULL	G4Math_2013-04-01	40.91
102893328	NULL	G8Math_2013-04-01	38.71
453531576	NULL	G5DBA_ELA_2013-04-01	50.00
970046017	NULL	G6DBA_ELA_2013-04-01	64.86
970023185	NULL	G7Math_2013-04-01	86.11
970098936	NULL	G5DBA_ELA_2013-04-01	73.53
515656635	NULL	G4Math_2013-04-01	45.45
100055003	NULL	Geom_2013-04-01	22.86
970052535	NULL	G8DBA_ELA_2013-04-01	33.33
104168893	NULL	G7DBA_ELA_2013-04-01	33.33
664137270	NULL	G6DBA_ELA_2013-04-01	75.68
102941887	NULL	G10DBA_ELA_2013-04-01	61.76
104578265	NULL	G6Math_2013-04-01	75.76
746362417	NULL	G6DBA_ELA_2013-04-01	54.05
103453734	NULL	G6Math_2013-04-01	48.48
970029200	NULL	G4DBA_ELA_2013-04-01	48.39
100030873	NULL	G9DBA_ELA_2013-04-01	58.82
104063565	NULL	G7Math_2013-04-01	77.78
970034834	NULL	G9DBA_ELA_2013-04-01	64.71
102922960	NULL	Geom_2013-04-01	60.00
518731427	NULL	G5DBA_ELA_2013-04-01	50.00
102956133	NULL	G8MathP_2013-04-01	45.82
104294079	NULL	G7Math_2013-04-01	50.00
102933710	NULL	Geom_2013-04-01	60.00
561642158	NULL	G4Math_2013-04-01	61.36
970025538	NULL	G4Math_2013-04-01	77.27
970058042	NULL	G4DBA_ELA_2013-04-01	58.06
100504968	NULL	G7Math_2013-04-01	77.78
970031481	NULL	G4DBA_ELA_2013-04-01	51.61
970033996	NULL	G4Math_2013-04-01	61.36
103435129	NULL	G8Math_2013-04-01	48.39
698227543	NULL	G6DBA_ELA_2013-04-01	75.68
970053716	NULL	G6DBA_ELA_2013-04-01	75.68
104180161	NULL	G7Math_2013-04-01	91.67
970074664	NULL	G6DBA_ELA_2013-04-01	70.27
104039367	NULL	G7DBA_ELA_2013-04-01	77.78
104091129	NULL	G7Math_2013-04-01	55.56
100114560	NULL	G10DBA_ELA_2013-04-01	70.59
102829983	NULL	Alg1_2013-04-01	17.65
970029856	NULL	G4Math_2013-04-01	59.09
162777569	NULL	G7Math_2013-04-01	47.22
104042221	NULL	G7DBA_ELA_2013-04-01	77.78
970024963	NULL	G4DBA_ELA_2013-04-01	38.71
482199528	NULL	G6DBA_ELA_2013-04-01	91.89
102864626	NULL	G8Math_2013-04-01	45.16
103466371	NULL	Alg1_2013-04-01	79.41
970027634	NULL	G4Math_2013-04-01	50.00
425531217	NULL	G5DBA_ELA_2013-04-01	67.65
104066170	NULL	Geom_2013-04-01	54.29
970091957	NULL	G10DBA_ELA_2013-04-01	82.35
970044605	NULL	Alg1_2013-04-01	50.00
970072893	NULL	G10DBA_ELA_2013-04-01	38.24
970033836	NULL	G4Math_2013-04-01	68.18
103005807	NULL	G8Math_2013-04-01	48.39
474126257	NULL	G6Math_2013-04-01	45.45
970066157	NULL	G5DBA_ELA_2013-04-01	70.59
104150180	NULL	G7DBA_ELA_2013-04-01	52.78
970082195	NULL	G5DBA_ELA_2013-04-01	41.18
970032489	NULL	G4DBA_ELA_2013-04-01	61.29
970089367	NULL	Alg1_2013-04-01	88.24
104568456	NULL	G6DBA_ELA_2013-04-01	72.97
469314983	NULL	G5Math_2013-04-01	63.16
634477723	NULL	G10DBA_ELA_2013-04-01	88.24
970028651	NULL	G4DBA_ELA_2013-04-01	45.16
102988979	NULL	Geom_2013-04-01	28.57
102834009	NULL	G10DBA_ELA_2013-04-01	55.88
103395307	NULL	G8DBA_ELA_2013-04-01	69.70
102821279	NULL	G9DBA_ELA_2013-04-01	61.76
877572362	NULL	G5DBA_ELA_2013-04-01	58.82
102868890	NULL	Geom_2013-04-01	51.43
104622618	NULL	G5Math_2013-04-01	63.16
104095146	NULL	G7DBA_ELA_2013-04-01	30.56
103459855	NULL	G7DBA_ELA_2013-04-01	72.22
836135236	NULL	G5DBA_ELA_2013-04-01	91.18
247215874	NULL	G5Math_2013-04-01	31.58
103454997	NULL	G8MathP_2013-04-01	44.15
103487708	NULL	G8DBA_ELA_2013-04-01	78.79
970092085	NULL	G6Math_2013-04-01	45.45
970077063	NULL	G9DBA_ELA_2013-04-01	58.82
103437976	NULL	Alg1_2013-04-01	67.65
970081448	NULL	G6DBA_ELA_2013-04-01	59.46
970026870	NULL	G4DBA_ELA_2013-04-01	41.94
299312587	NULL	G5Math_2013-04-01	42.11
128186178	NULL	G5DBA_ELA_2013-04-01	44.12
104043179	NULL	G7DBA_ELA_2013-04-01	83.33
104214754	NULL	G7Math_2013-04-01	55.56
970031929	NULL	G4Math_2013-04-01	40.91
149167686	NULL	G5DBA_ELA_2013-04-01	17.65
734673999	NULL	G5DBA_ELA_2013-04-01	14.71
970022527	NULL	G4DBA_ELA_2013-04-01	35.48
970057102	NULL	G5DBA_ELA_2013-04-01	44.12
102939295	NULL	GeomS_2013-04-01	38.89
970030783	NULL	G6Math_2013-04-01	54.55
103536710	NULL	G7DBA_ELA_2013-04-01	25.00
226964336	NULL	G5DBA_ELA_2013-04-01	85.29
103447629	NULL	G8MathP_2013-04-01	75.91
970026889	NULL	G4DBA_ELA_2013-04-01	32.26
104574439	NULL	G6Math_2013-04-01	15.15
970017551	NULL	G5Math_2013-04-01	26.32
970026724	NULL	G4Math_2013-04-01	86.36
102711405	NULL	Geom_2013-04-01	20.00
102935715	NULL	G9DBA_ELA_2013-04-01	50.00
683345821	NULL	G8DBA_ELA_2013-04-01	93.94
970033163	NULL	G4MathP_2013-04-01	35.74
970072390	NULL	Alg1_2013-04-01	32.35
100503580	NULL	G8DBA_ELA_2013-04-01	48.48
317137792	NULL	G5DBA_ELA_2013-04-01	38.24
539482471	NULL	G5Math_2013-04-01	84.21
970075748	NULL	G6DBA_ELA_2013-04-01	72.97
970036488	NULL	G4Math_2013-04-01	13.64
970032296	NULL	G8DBA_ELA_2013-04-01	81.82
104634795	NULL	G6Math_2013-04-01	84.85
103563516	NULL	G8DBA_ELA_2013-04-01	69.70
104036488	NULL	G7Math_2013-04-01	61.11
848614574	NULL	G5DBA_ELA_2013-04-01	58.82
104629407	NULL	G6DBA_ELA_2013-04-01	43.24
352926810	NULL	G4Math_2013-04-01	50.00
104066782	NULL	G7DBA_ELA_2013-04-01	61.11
970096907	NULL	G6Math_2013-04-01	57.58
970050697	NULL	G4DBA_ELA_2013-04-01	54.84
970089153	NULL	G4DBA_ELA_2013-04-01	48.39
970025616	NULL	G4Math_2013-04-01	38.64
151132164	NULL	G6DBA_ELA_2013-04-01	78.38
104218342	NULL	G7DBA_ELA_2013-04-01	55.56
970027498	NULL	G4MathP_2013-04-01	53.62
103369054	NULL	G7DBA_ELA_2013-04-01	22.22
103422036	NULL	G8PDBA_ELA_2013-04-01	39.11
100068410	NULL	Geom_2013-04-01	42.86
103804449	NULL	G6DBA_ELA_2013-04-01	18.92
446448235	NULL	G6DBA_ELA_2013-04-01	29.73
970075999	NULL	G10DBA_ELA_2013-04-01	47.06
103221578	NULL	G8Math_2013-04-01	67.74
103488193	NULL	G7DBA_ELA_2013-04-01	61.11
100124858	NULL	G9DBA_ELA_2013-04-01	41.18
641428347	NULL	G4Math_2013-04-01	25.00
102605359	NULL	Alg1_2013-04-01	58.82
103453239	NULL	G8Math_2013-04-01	32.26
970033193	NULL	G4Math_2013-04-01	77.27
970023364	NULL	G4Math_2013-04-01	43.18
103421764	NULL	G10DBA_ELA_2013-04-01	41.18
104649942	NULL	G6Math_2013-04-01	30.30
104180120	NULL	G7DBA_ELA_2013-04-01	88.89
652676826	NULL	G5Math_2013-04-01	63.16
100081868	NULL	G10DBA_ELA_2013-04-01	79.41
970030256	NULL	G5Math_2013-04-01	52.63
103484549	NULL	G8PDBA_ELA_2013-04-01	78.22
970046719	NULL	G5Math_2013-04-01	52.63
970078946	NULL	G5DBA_ELA_2013-04-01	61.76
103427936	NULL	Geom_2013-04-01	40.00
776458747	NULL	G4DBA_ELA_2013-04-01	54.84
102776713	NULL	G10DBA_ELA_2013-04-01	70.59
104574819	NULL	G6Math_2013-04-01	42.42
103421129	NULL	G8DBA_ELA_2013-04-01	69.70
103410601	NULL	Alg1_2013-04-01	44.12
970033783	NULL	G4DBA_ELA_2013-04-01	45.16
104227822	NULL	G7DBA_ELA_2013-04-01	44.44
103411922	NULL	G8PDBA_ELA_2013-04-01	45.65
970084350	NULL	G4Math_2013-04-01	90.91
104599428	NULL	G6DBA_ELA_2013-04-01	67.57
104576988	NULL	G6Math_2013-04-01	81.82
102693090	NULL	G9DBA_ELA_2013-04-01	38.24
103411906	NULL	G8Math_2013-04-01	51.61
970020740	NULL	Alg1_2013-04-01	29.41
102984960	NULL	Alg1_2013-04-01	26.47
103435384	NULL	G8DBA_ELA_2013-04-01	78.79
843699489	NULL	G5DBA_ELA_2013-04-01	52.94
489157313	NULL	G5Math_2013-04-01	57.89
104478797	NULL	G6DBA_ELA_2013-04-01	78.38
102593787	NULL	G10DBA_ELA_2013-04-01	47.06
103387031	NULL	G8DBA_ELA_2013-04-01	42.42
103426490	NULL	G8DBA_ELA_2013-04-01	45.45
572956548	NULL	G5DBA_ELA_2013-04-01	47.06
970080870	NULL	G6Math_2013-04-01	39.39
528757495	NULL	G9DBA_ELA_2013-04-01	44.12
103425567	NULL	G8DBA_ELA_2013-04-01	54.55
102980596	NULL	Alg1_2013-04-01	38.24
102559879	NULL	Alg1_2013-04-01	23.53
104496153	NULL	Geom_2013-04-01	28.57
970025509	NULL	G4DBA_ELA_2013-04-01	87.10
104264270	NULL	G9DBA_ELA_2013-04-01	32.35
769165838	NULL	G5DBA_ELA_2013-04-01	58.82
970037644	NULL	G7DBA_ELA_2013-04-01	27.78
102718897	NULL	G9DBA_ELA_2013-04-01	79.41
102860814	NULL	Geom_2013-04-01	40.00
831588637	NULL	G5Math_2013-04-01	36.84
